B
300
319 534
1 743
745 1 1295 228 0.9133567039432027 0.11127441569466041 0
8 159 0 160 917770.0 184 1230593.0 208 1321284.0 231 1324244.0 255 870623.0 279 1197670.0 280 0
0
746 1 1139 45 0.9148447716639674 0.09222989180300284 0
12 6 0 7 1476403.0 32 1699060.0 57 1557542.0 82 1792656.0 107 2285466.0 132 2393957.0 157 2315655.0 182 2119710.0 207 1766467.0 232 1486146.0 233 0
0
747 1 794 282 0.9112005973274291 0.07847493982820251 0
10 12 0 13 1641200.0 38 1536357.0 63 1141897.0 88 1842046.0 113 2072887.0 138 2337114.0 163 2429689.0 188 1983051.0 189 0
0
748 1 1154 7 0.9179770418048236 0.019626093539444417 0
13 19 0 20 500357.0 44 662561.0 69 538615.0 93 442815.0 118 756625.0 142 895502.0 166 792178.0 191 1341608.0 215 3276117.0 240 3138336.0 264 2913873.0 265 0
1 747
749 1 691 130 0.9282967425207715 0.09031968013781612 0
15 2 0 3 1426958.0 27 1127848.0 52 667033.0 77 965741.0 101 1317855.0 125 1980508.0 150 1825303.0 175 1787297.0 199 1629777.0 223 1316743.0 248 1066801.0 273 1374599.0 297 1230401.0 298 0
2 747 748
750 1 1152 230 0.9274757388836398 0.1447531029298445 0
15 10 0 11 1915951.0 35 1986537.0 59 1546333.0 83 1240928.0 107 1243259.0 131 1316046.0 155 1419622.0 178 1523305.0 202 1251358.0 226 959905.0 250 907504.0 274 1338581.0 298 1678924.0 299 0
0
751 1 1094 302 0.9291851812415827 0.10566632909574493 0
13 44 0 45 3838164.0 69 1751443.0 94 1791132.0 118 2694601.0 143 1538801.0 167 1125192.0 191 858425.0 216 905028.0 240 1257478.0 265 914406.0 289 1328316.0 290 0
1 750
752 1 644 143 0.9163007425006614 0.14118172082217123 0
13 57 0 58 3647650.0 82 2174974.0 106 2449518.0 131 2017359.0 155 1229621.0 179 945995.0 203 512359.0 227 322332.0 252 302634.0 276 477507.0 300 540636.0 301 0
0
753 1 1328 106 0.9230146103488236 0.07117488530425224 0
12 22 0 23 1993507.0 48 1853264.0 73 2805615.0 98 1821686.0 123 2204656.0 147 2081462.0 172 1274531.0 197 1203353.0 222 1248559.0 247 1348834.0 248 0
0
754 1 1180 37 0.9242075530798549 0.12047284952585305 0
7 73 0 74 667659.0 101 894522.0 127 908370.0 154 1457770.0 181 2140310.0 182 0
1 753
755 1 509 183 0.913948611681164 0.03693400186079159 0
14 29 0 30 1532338.0 54 701740.0 78 1041149.0 102 1735060.0 126 1534179.0 150 2969132.0 174 2760790.0 198 2967745.0 222 1707150.0 246 1396609.0 270 1422013.0 294 1723184.0 295 0
0
756 1 1493 194 0.9115206898120581 0.11950098773967331 0
9 61 0 62 1263841.0 85 1054911.0 109 1675056.0 132 1081983.0 155 1548558.0 179 2830937.0 202 2217933.0 203 0
1 755
757 1 652 305 0.9249183664023728 0.09129783721651367 0
7 83 0 84 2020605.0 109 1424805.0 135 1662009.0 160 1568820.0 185 1945070.0 186 0
0
758 1 1266 5 0.9252243883526369 0.020925565287823845 0
15 0 0 1 1542206.0 26 1903238.0 51 2046573.0 75 2405665.0 100 2305191.0 125 1506131.0 150 1403964.0 175 991654.0 200 1266925.0 225 1945975.0 249 3061597.0 274 1675549.0 299 873061.0 300 0
1 757
759 1 783 78 0.923032619600003 0.004211005979069265 0
8 118 0 119 877235.0 144 1310449.0 169 1727167.0 194 1036057.0 219 960642.0 244 802923.0 245 0
0
760 1 1035 296 0.9180565537361137 0.05315826616987963 0
15 3 0 4 1566703.0 29 1488553.0 53 1175455.0 78 1303099.0 102 1320107.0 127 1599900.0 151 1274473.0 176 996481.0 201 776646.0 225 1400129.0 250 1290153.0 274 1285016.0 299 1674919.0 300 0
1 759
761 1 1029 269 0.9220602267442922 0.0025617125749954504 0
7 15 0 16 1614187.0 43 2429519.0 71 1682967.0 99 1651117.0 126 2246045.0 127 0
0
762 1 1355 209 0.9140582915724447 0.13541567633604853 0
9 48 0 49 1765429.0 75 1174475.0 101 1215358.0 127 830084.0 153 809656.0 179 587093.0 205 886596.0 206 0
0
763 1 968 110 0.927552314435013 0.09338301800861595 0
15 5 0 6 363282.0 30 277080.0 54 434933.0 78 626138.0 102 614686.0 126 859474.0 149 1253167.0 173 1219792.0 197 2117997.0 221 2463308.0 245 2526120.0 269 2094529.0 293 2202777.0 294 0
0
764 1 1294 79 0.911433558435024 0.11076480082019673 0
15 9 0 10 150759.0 34 112828.0 58 115938.0 83 124381.0 107 228670.0 131 315687.0 155 390415.0 179 619292.0 203 793639.0 227 994082.0 252 2147229.0 276 2870488.0 300 2095146.0 301 0
1 763
765 1 739 195 0.9243473055685633 0.0930674099565223 0
11 39 0 40 825723.0 66 886126.0 92 797284.0 118 867027.0 145 1318068.0 171 1847535.0 197 1717072.0 223 1080777.0 249 1035333.0 250 0
1 763
766 1 1417 63 0.9167464007722079 0.011031633888745068 0
12 62 0 63 3014946.0 87 1778817.0 111 872532.0 135 1224490.0 159 1554047.0 182 2963865.0 206 1682998.0 230 1810843.0 254 909079.0 278 998471.0 279 0
1 765
767 1 1437 42 0.9147172477255868 0.1255502212526869 0
8 19 0 20 2180460.0 44 1455030.0 68 1817162.0 91 1238171.0 115 1280746.0 139 1998091.0 140 0
0
768 1 684 274 0.9275546909004007 0.12712773181326537 0
12 23 0 24 4643670.0 50 2313935.0 76 1540238.0 102 1206499.0 128 1407414.0 153 844588.0 179 408792.0 205 815674.0 231 1147911.0 257 838128.0 258 0
1 767
769 1 1388 181 0.9150456539121878 0.11800574597964614 0
9 64 0 65 1656958.0 91 1604117.0 118 1677544.0 144 1249859.0 170 862701.0 197 922862.0 223 1045879.0 224 0
1 767
770 1 522 236 0.9204958780218737 0.13566254214785747 0
14 24 0 25 1763356.0 50 1684700.0 74 1656720.0 99 1415932.0 124 1124953.0 149 955812.0 173 1411363.0 198 1124970.0 223 2050635.0 248 1913371.0 272 2124983.0 297 1630718.0 298 0
1 767
771 1 1173 43 0.9118935339843074 0.009997481460723401 0
14 18 0 19 942316.0 44 1815175.0 68 1256667.0 93 2069817.0 117 2185564.0 142 1989323.0 166 1711556.0 191 1808347.0 215 2326866.0 240 971969.0 264 958199.0 289 984343.0 290 0
0
772 1 888 76 0.9187470648100017 0.08356744531787853 0
7 88 0 89 1803849.0 116 1222655.0 143 1110087.0 171 1752343.0 198 2606515.0 199 0
2 771 773
773 1 916 83 0.9204852446994418 0.09149019015469399 0
8 129 0 130 900617.0 155 1618498.0 179 1144876.0 204 1014570.0 228 2395669.0 253 1957342.0 254 0
0
774 1 940 39 0.9130615255354405 0.1471960931683081 0
8 82 0 83 2368107.0 106 1233253.0 128 2053217.0 151 2135215.0 173 903220.0 196 1088366.0 197 0
0
775 1 537 160 0.9258984321976444 0.08364362156545303 0
13 45 0 46 1453658.0 71 1291903.0 96 1153142.0 121 1754865.0 146 1266771.0 171 1292834.0 196 1435784.0 221 2018385.0 246 2376605.0 271 1984845.0 296 1364120.0 297 0
1 774
776 1 725 143 0.9181751334590906 0.09178862815822789 0
9 121 0 122 1456749.0 145 1256572.0 168 993756.0 191 1061390.0 215 1289710.0 238 1187114.0 261 635848.0 262 0
0
777 1 770 61 0.9236379722089827 0.035240250121443155 0
7 56 0 57 1179247.0 85 1126515.0 113 1075275.0 140 1186256.0 168 2166655.0 169 0
1 776
778 1 997 177 0.9285915261308362 0.056230719553754846 0
7 80 0 81 721746.0 106 827698.0 131 981632.0 156 1273007.0 181 3224908.0 182 0
0
779 1 1038 156 0.9117331103782619 0.03240588871958145 0
14 15 0 16 1314199.0 41 791970.0 67 1207956.0 92 1156659.0 117 1232939.0 143 1441583.0 168 1391818.0 194 846083.0 219 708295.0 244 616283.0 270 597432.0 295 767068.0 296 0
1 778
780 1 925 103 0.9284676980876554 0.06121036193310387 0
14 13 0 14 814905.0 38 738727.0 63 931769.0 87 957799.0 112 1372982.0 136 1039415.0 161 1071075.0 185 2006404.0 210 2320095.0 234 2074141.0 259 2297295.0 283 1960999.0 284 0
0
781 1 730 148 0.9221356051500597 0.04314517517916019 0
12 54 0 55 397969.0 81 727193.0 107 1467812.0 133 1517907.0 159 1085314.0 185 1288806.0 211 1952956.0 237 1973686.0 263 1885248.0 289 1742891.0 290 0
3 780 782 783
782 1 1440 72 0.9266552683317455 0.05085232683842783 0
7 115 0 116 2692643.0 141 1545521.0 167 1551528.0 193 1094268.0 218 1185869.0 219 0
0
783 1 1102 51 0.9154461812692702 0.01465014454363756 0
8 135 0 136 1451767.0 159 1631283.0 181 968930.0 204 1330346.0 226 1223384.0 249 2205558.0 250 0
0
784 1 1228 264 0.9258223007002975 0.14912395678483936 0
14 13 0 14 2092756.0 38 1811981.0 63 2002771.0 87 2667576.0 111 1344223.0 136 1265528.0 160 1173224.0 185 838578.0 209 743855.0 233 1361111.0 258 1411254.0 282 1219011.0 283 0
0
785 1 765 166 0.9138685797137811 0.05816351014122772 0
8 145 0 146 1171803.0 170 1094902.0 193 832959.0 217 1054915.0 240 1624926.0 264 1486202.0 265 0
1 784
786 1 604 258 0.9195794318750392 0.1336654572674036 0
14 12 0 13 1425413.0 38 1132041.0 63 1062759.0 87 1336810.0 112 1396330.0 137 1189415.0 162 1163532.0 187 772554.0 212 981513.0 236 1341301.0 261 2015443.0 286 2641314.0 287 0
1 785
787 1 1320 118 0.9106905169205137 0.08846804018606941 0
7 139 0 140 1046715.0 167 992874.0 193 1586448.0 220 1420920.0 247 2753979.0 248 0
0
788 1 1309 243 0.9175240120922179 0.03796104290724208 0
9 32 0 33 1092806.0 58 683881.0 83 906416.0 107 1386118.0 132 1523341.0 157 958874.0 182 1292084.0 183 0
0
789 1 980 26 0.9185020704823553 0.08140263992749323 0
14 11 0 12 490081.0 36 701023.0 61 661735.0 85 499676.0 109 770873.0 133 1256243.0 158 1785783.0 182 1620941.0 206 2056650.0 230 1862148.0 255 2921015.0 279 4317359.0 280 0
1 788
790 1 1232 127 0.9296728802177506 0.03080895262723485 0
7 60 0 61 992104.0 88 1194373.0 115 1361213.0 141 1196367.0 168 1545763.0 169 0
2 788 789
791 1 936 273 0.9172024105581551 0.1245308052056843 0
15 10 0 11 2058917.0 35 2454074.0 59 1656780.0 83 1797019.0 107 1540070.0 131 996930.0 155 1275855.0 180 1395161.0 204 1159350.0 228 1942937.0 252 2074705.0 276 1664019.0 300 2442075.0 301 0
2 789 790
792 1 647 22 0.9247602842731464 0.07232733855437078 0
7 62 0 63 1954357.0 88 1828564.0 113 2155981.0 139 1450350.0 164 1779999.0 165 0
0
793 1 987 164 0.914314936272144 0.052744335328307364 0
14 22 0 23 3532194.0 48 2426823.0 72 1975425.0 97 2871632.0 122 1728061.0 147 1855717.0 171 1549509.0 196 1265260.0 221 1501683.0 246 843536.0 270 836834.0 295 780953.0 296 0
0
794 1 889 304 0.9148435561680832 0.09986986314710786 0
8 135 0 136 650216.0 159 664074.0 183 750884.0 206 926117.0 230 1231616.0 253 2134333.0 254 0
1 793
795 1 1326 144 0.911176257723599 0.010383894711435181 0
12 17 0 18 552702.0 43 861171.0 68 1317964.0 93 1028649.0 118 1104417.0 143 824520.0 168 1472321.0 193 1306493.0 218 1265633.0 243 1282564.0 244 0
0
796 1 662 83 0.9293074655970911 0.08796323602102314 0
9 130 0 131 1903568.0 155 1839422.0 180 1874326.0 205 2081060.0 229 1886957.0 253 1381056.0 278 845309.0 279 0
0
797 1 992 286 0.9283207594895234 0.101997004699406 0
12 41 0 42 1722807.0 68 1018244.0 93 913447.0 119 727416.0 144 523489.0 170 550791.0 195 704213.0 221 953296.0 246 1170618.0 272 1162254.0 273 0
0
798 1 1054 245 0.920438181847785 0.12897269052168195 0
13 31 0 32 724510.0 58 1290795.0 83 1032269.0 109 833935.0 134 1398632.0 160 1471617.0 186 2797407.0 211 2575953.0 237 2555098.0 262 2004275.0 288 1319060.0 289 0
1 797
799 1 1181 39 0.9219859490513648 0.0914105067836372 0
9 122 0 123 758156.0 146 1132572.0 169 988643.0 191 1244879.0 214 968982.0 237 1409400.0 260 1933667.0 261 0
0
800 1 1377 264 0.9273661514820413 0.06635608450323764 0
9 116 0 117 2271852.0 140 1953552.0 164 2403285.0 187 2192405.0 210 1574102.0 234 1403496.0 257 715915.0 258 0
1 799
801 1 634 94 0.923895329906655 0.09184119377195288 0
12 22 0 23 906284.0 47 965570.0 71 1667359.0 96 933602.0 120 1401288.0 144 914203.0 168 576657.0 193 605673.0 217 735752.0 241 1054595.0 242 0
0
802 1 1214 310 0.9149381688752216 0.022067292927272785 0
10 99 0 100 1489590.0 126 1847555.0 151 1751656.0 177 1497008.0 203 1266871.0 229 1699812.0 254 2128746.0 280 3378411.0 281 0
1 801
803 1 1499 136 0.9175224505995117 0.07889459696935827 0
10 102 0 103 2925930.0 129 1428969.0 154 976200.0 180 996258.0 205 542465.0 231 579152.0 256 429456.0 282 391907.0 283 0
0
804 1 1316 176 0.9234827430122757 0.14229075030097593 0
8 142 0 143 715860.0 166 948517.0 190 2224852.0 213 1775964.0 237 2400183.0 260 2665442.0 261 0
1 803
805 1 652 310 0.9277592699473634 0.03851769823078542 0
14 29 0 30 1297530.0 54 1255543.0 78 1720219.0 102 1409006.0 126 1029495.0 150 901431.0 173 2100252.0 197 4955625.0 221 1841937.0 245 967087.0 269 1049692.0 293 996457.0 294 0
0
806 1 559 104 0.9175620281414003 0.05920371191126084 0
7 87 0 88 1614142.0 115 1858353.0 143 1548631.0 170 1665264.0 197 1213133.0 198 0
1 805
807 1 586 312 0.9219747741800365 0.12487708662427563 0
13 25 0 26 1088162.0 50 1389365.0 74 968956.0 97 1176444.0 121 873562.0 145 606018.0 169 839820.0 193 1238264.0 216 1369493.0 240 1385595.0 264 1018681.0 265 0
0
808 1 1476 248 0.9156870608564882 0.08406711052725924 0
8 43 0 44 762104.0 71 847057.0 98 1387850.0 125 1175706.0 152 1559416.0 179 1371534.0 180 0
1 807
809 1 1365 319 0.9290228260532165 0.08095942011742628 0
14 7 0 8 573495.0 34 419933.0 59 542995.0 85 883330.0 111 918204.0 136 839600.0 162 1047293.0 187 907692.0 213 1471439.0 239 1727806.0 264 1658913.0 290 2112134.0 291 0
1 808
810 1 747 205 0.9206947011388277 0.044501965583503424 0
9 86 0 87 1038214.0 114 1484794.0 141 2141844.0 167 1634339.0 194 1958236.0 221 1423782.0 248 1848233.0 249 0
0
811 1 566 282 0.9229540302431621 0.11575252955694967 0
11 63 0 64 1602101.0 88 1491299.0 111 1215014.0 135 1333858.0 159 1809084.0 182 1624874.0 206 896274.0 229 900737.0 253 1112090.0 254 0
1 810
812 1 969 25 0.9278312324613873 0.05796618375349369 0
12 23 0 24 1843682.0 48 1223075.0 72 1292968.0 96 1463860.0 120 1113859.0 143 1122447.0 167 1076165.0 191 1128436.0 215 1152032.0 239 986980.0 240 0
0
813 1 816 42 0.9253946096816619 0.11640136057735423 0
9 13 0 14 2429448.0 39 1647903.0 63 1658799.0 88 1714126.0 113 1559593.0 137 1672607.0 162 1340818.0 163 0
2 812 811
814 1 932 303 0.913365455772946 0.07240122027408595 0
10 38 0 39 1316074.0 65 975078.0 91 1106870.0 117 1180343.0 144 945746.0 170 1175688.0 196 1060745.0 222 670381.0 223 0
0
815 1 1212 97 0.913836982653663 0.05263323885435316 0
10 21 0 22 1424107.0 47 1157567.0 73 813492.0 98 968331.0 124 1141173.0 149 1028340.0 175 1295220.0 200 1353470.0 201 0
1 814
816 1 573 186 0.9294310950482634 0.05647546283226127 0
14 2 0 3 1161026.0 28 1045883.0 54 1259920.0 79 1695260.0 104 2359255.0 129 3581392.0 155 3182221.0 180 2219144.0 205 2091718.0 230 966449.0 256 875232.0 281 759515.0 282 0
1 814
817 1 970 282 0.9106789733830374 0.1313059816473297 0
15 0 0 1 859037.0 26 912057.0 50 980610.0 75 951985.0 99 813506.0 124 977574.0 149 1229329.0 173 1078754.0 198 1450312.0 222 1347454.0 247 613707.0 271 420343.0 296 971634.0 297 0
1 815
818 1 554 201 0.9238446423138088 0.08093548665216217 0
11 61 0 62 849220.0 88 1222222.0 114 1361219.0 140 2309444.0 167 1839826.0 193 1623268.0 219 1791325.0 245 2397938.0 271 2849788.0 272 0
0
819 1 506 226 0.9205575175049626 0.016196965293647468 0
7 7 0 8 2648445.0 35 1751214.0 63 1107612.0 91 1043376.0 118 967520.0 119 0
2 818 821
820 1 791 244 0.9192995924566086 0.09417544066019172 0
12 53 0 54 2809110.0 80 1882435.0 106 2808653.0 132 1542902.0 158 386885.0 184 277660.0 210 347529.0 236 500972.0 262 482734.0 288 496277.0 289 0
2 818 821
821 1 1182 171 0.9205512593474029 0.08824179302587003 0
14 4 0 5 4184945.0 30 3969158.0 56 1597772.0 81 936750.0 106 1024650.0 132 691339.0 157 725730.0 183 406664.0 208 462592.0 233 560598.0 259 1009185.0 284 926509.0 285 0
0
822 1 1382 48 0.9125779145580666 0.056906406126147197 0
10 118 0 119 643841.0 143 626323.0 168 795674.0 192 1507073.0 217 852784.0 241 1286540.0 266 1245813.0 290 1474911.0 291 0
0
823 1 1473 285 0.9298480195615195 0.07249295630973014 0
11 22 0 23 1975051.0 49 2014743.0 76 1775150.0 102 1632281.0 129 1039512.0 155 1069027.0 181 1432009.0 208 965345.0 234 785866.0 235 0
0
824 1 1213 88 0.9119568244208843 0.11860763487910471 0
12 17 0 18 1679480.0 42 1921149.0 66 2466672.0 90 1699650.0 114 1917319.0 138 1838412.0 162 1747020.0 186 1416649.0 210 1316671.0 234 886298.0 235 0
0
825 1 1263 24 0.9227344648836073 0.02913122075336508 0
9 132 0 133 2260604.0 158 1310956.0 184 1351015.0 209 1690277.0 234 896755.0 260 745702.0 285 499860.0 286 0
2 824 826
826 1 1197 143 0.9179032913890837 0.02609122618800364 0
9 61 0 62 1483208.0 86 1160443.0 109 1301371.0 133 1206254.0 157 1005459.0 180 2230921.0 204 1435688.0 205 0
0
827 1 995 253 0.9212306596645025 0.1482913277434639 0
7 35 0 36 805168.0 64 1040873.0 91 1281123.0 119 1276062.0 147 1797603.0 148 0
0
828 1 1219 276 0.9213887527243514 0.003869473264225309 0
11 58 0 59 2050127.0 84 1578125.0 110 1841254.0 135 1467535.0 161 1424244.0 186 2152135.0 211 1412387.0 237 1074480.0 262 981136.0 263 0
2 827 829
829 1 1379 143 0.9264799921858381 0.07531204173633572 0
11 60 0 61 964708.0 85 1036072.0 109 1552118.0 132 1516313.0 156 1353607.0 180 1113534.0 203 1943059.0 227 1648263.0 251 1355070.0 252 0
0
830 1 965 289 0.9286909116378227 0.01310964714756327 0
8 133 0 134 1255172.0 161 1222243.0 188 1147328.0 216 1358169.0 243 1491444.0 270 1634994.0 271 0
0
831 1 1117 250 0.9225838967201201 0.12481628872886551 0
9 6 0 7 540323.0 32 481948.0 56 541350.0 81 577947.0 106 1530387.0 130 2050163.0 155 4269214.0 156 0
1 830
832 1 1376 52 0.9115027609464138 0.08843479976472313 0
10 33 0 34 1883617.0 59 2292517.0 84 2098259.0 109 2268757.0 134 1941489.0 159 1490801.0 184 1471511.0 209 919725.0 210 0
1 830
833 1 804 301 0.9215607855812096 0.11271311807655365 0
8 37 0 38 637632.0 62 1309598.0 86 2110496.0 109 2247458.0 133 2240577.0 157 2646197.0 158 0
2 830 831
834 1 1357 143 0.9242473285976434 0.025153994396442284 0
8 42 0 43 1270712.0 67 1632284.0 90 1275257.0 114 1241648.0 137 495356.0 161 524605.0 162 0
0
835 1 910 280 0.9260275816706296 0.03841673837395455 0
11 9 0 10 1226524.0 33 616183.0 57 405868.0 80 243522.0 103 445991.0 127 1191057.0 150 1764301.0 174 1433896.0 197 791128.0 198 0
1 834
836 1 509 306 0.9288260142298619 0.14422087353047158 0
13 36 0 37 519004.0 62 569874.0 87 1083768.0 112 1719567.0 137 1555151.0 163 1624169.0 188 1705045.0 213 1792290.0 238 1950642.0 263 1829587.0 288 1892345.0 289 0
0
837 1 1055 281 0.9161555943978917 0.02747552089340898 0
11 42 0 43 2375908.0 67 1814323.0 91 2281802.0 116 2171079.0 140 2165933.0 164 2442206.0 189 1995114.0 213 1164276.0 237 741902.0 238 0
1 836
838 1 860 77 0.91352844784267 0.11245316627500544 0
13 19 0 20 929569.0 45 740697.0 70 970308.0 94 1296372.0 119 1033757.0 144 727322.0 169 789712.0 194 1533830.0 218 1373786.0 243 989193.0 268 1388870.0 269 0
1 836
839 1 1157 193 0.917749413485888 0.07913253646237194 0
15 4 0 5 2368733.0 29 2908344.0 53 2248852.0 78 1091930.0 102 940999.0 126 916727.0 151 992888.0 175 601394.0 199 760563.0 223 987129.0 247 871276.0 272 1299487.0 296 860274.0 297 0
0
840 1 704 28 0.9231575793760738 0.07638541340246917 0
12 63 0 64 795673.0 88 661021.0 112 1053075.0 136 1148892.0 160 1672572.0 183 2009259.0 207 1891221.0 231 1468985.0 255 1207352.0 279 1144779.0 280 0
1 839
841 1 847 127 0.9280437998182145 0.05756661466342457 0
14 1 0 2 2134137.0 26 1409220.0 50 1871916.0 73 2462598.0 97 2226924.0 121 1442086.0 145 895840.0 169 955790.0 193 678423.0 216 790288.0 240 627032.0 264 883556.0 265 0
2 839 840
842 1 888 202 0.910579188308409 0.12533080342197103 0
12 20 0 21 2672305.0 46 3078547.0 70 2963779.0 95 2078844.0 119 1404809.0 144 996288.0 168 1256770.0 193 1258831.0 217 716527.0 242 663017.0 243 0
0
843 1 1492 141 0.9295787660588676 0.14040628261057672 0
12 32 0 33 1606728.0 59 1209046.0 85 1369762.0 112 1803933.0 138 2114724.0 164 2670762.0 190 2096046.0 217 2043037.0 243 1940296.0 269 889713.0 270 0
1 842
844 1 1396 270 0.9197018337427717 0.10318075719471054 0
13 11 0 12 907514.0 37 688716.0 63 763791.0 88 802586.0 114 761969.0 139 1296264.0 164 1576434.0 190 2274255.0 215 1772139.0 241 2513076.0 266 2724687.0 267 0
1 842
845 1 1121 292 0.9260264068891219 0.052846049523934215 0
11 81 0 82 2874661.0 108 3351372.0 134 2417112.0 160 2268665.0 187 1030334.0 213 909917.0 239 813544.0 265 466142.0 291 399435.0 292 0
0
846 1 544 102 0.9233078843521958 0.09708369929080313 0
7 57 0 58 1649938.0 83 850887.0 109 1086243.0 135 1000558.0 160 944310.0 161 0
0
847 1 1201 87 0.9120546609497141 0.11759147891676211 0
8 94 0 95 1700749.0 119 1216837.0 142 2135729.0 166 1540194.0 189 1299342.0 213 2638513.0 214 0
0
848 1 530 95 0.9290575426358272 0.04563436348216008 0
11 21 0 22 1478518.0 48 1567235.0 74 1302992.0 100 1500222.0 125 870891.0 151 599427.0 177 503318.0 203 529982.0 229 572788.0 230 0
1 847
849 1 766 201 0.9290538654015467 0.137631265978828 0
10 98 0 99 2373129.0 122 1638004.0 145 1571326.0 168 1101296.0 192 914768.0 215 825480.0 238 481890.0 261 499508.0 262 0
1 848
850 1 740 72 0.9180891762839604 0.06787368439684655 0
10 47 0 48 1960556.0 73 1917713.0 97 1529098.0 122 1016339.0 146 1044147.0 171 1171990.0 195 1602530.0 220 2294200.0 221 0
0
851 1 952 35 0.9209674062285148 0.07337997142194846 0
9 63 0 64 2111659.0 89 1136946.0 114 1094089.0 139 1398649.0 165 1456128.0 190 1951343.0 215 2400726.0 216 0
1 850
852 1 658 96 0.9176601245081992 0.052286005430357656 0
14 2 0 3 1705136.0 29 2236582.0 54 970512.0 80 765367.0 106 752549.0 131 1060625.0 157 1468738.0 182 1544907.0 208 1899685.0 234 3145409.0 259 2281836.0 285 1919746.0 286 0
2 850 851
853 1 999 202 0.9226363626243999 0.13391404525220002 0
7 95 0 96 1442168.0 123 1324194.0 150 1235649.0 177 1097689.0 204 1405777.0 205 0
0
854 1 810 8 0.925698099499873 0.1258442077143577 0
9 6 0 7 1325394.0 33 1554780.0 60 1796703.0 87 1013118.0 113 676860.0 139 537070.0 166 331839.0 167 0
0
855 1 818 110 0.9139536431910751 0.11996784762227598 0
12 26 0 27 2418323.0 51 1612590.0 76 1218302.0 100 1262456.0 124 1004974.0 149 881070.0 173 897084.0 197 505913.0 222 477489.0 246 323966.0 247 0
0
856 1 512 319 0.9281049704617776 0.07494421361585357 0
14 28 0 29 960766.0 54 1139943.0 78 1120592.0 103 1526074.0 127 1611026.0 152 841755.0 176 1220251.0 201 798487.0 225 794137.0 250 1126930.0 274 1388205.0 299 1376150.0 300 0
1 855
857 1 748 291 0.9133455013862681 0.08120317336629555 0
9 159 0 160 1671390.0 183 2939048.0 206 1933807.0 229 2059529.0 252 1178240.0 275 685898.0 298 822368.0 299 0
1 856
858 1 1207 268 0.9292707633215276 0.14552394931795143 0
7 155 0 156 912888.0 183 926921.0 211 1133465.0 239 1443078.0 266 1505378.0 267 0
1 856
859 1 538 169 0.927251530881573 0.10525306966745661 0
7 181 0 182 1780787.0 208 1907810.0 233 1528226.0 259 2075838.0 285 2146770.0 286 0
0
860 1 1072 72 0.912396228242325 0.13658579057675646 0
11 66 0 67 2109158.0 92 1374986.0 117 893762.0 141 707423.0 166 1396498.0 191 1598413.0 215 1164772.0 240 1684322.0 265 1175266.0 266 0
0
861 1 1262 135 0.9277633092683395 0.06565575183687743 0
12 14 0 15 1456943.0 41 1484614.0 67 1738562.0 94 2255463.0 120 1432451.0 146 1660798.0 172 2075413.0 199 1848646.0 225 1567078.0 251 2751787.0 252 0
2 860 862
862 1 1497 70 0.9133796454127797 0.002192856042744179 0
15 4 0 5 1312306.0 29 1682275.0 54 1038338.0 78 1543846.0 102 1286876.0 127 1213669.0 151 1243522.0 175 1097118.0 200 1148440.0 224 2017993.0 248 2214010.0 273 1699017.0 297 1638385.0 298 0
0
863 1 841 192 0.9115666441899436 0.006092245710929811 0
7 153 0 154 873642.0 181 1436575.0 207 1520900.0 234 2323170.0 261 2869277.0 262 0
1 862
864 1 502 109 0.9272569263117537 0.0991590280529233 0
14 29 0 30 468776.0 54 597499.0 79 867553.0 103 1198271.0 127 1565841.0 151 1477072.0 176 1198638.0 200 1035395.0 224 907921.0 248 660413.0 273 958473.0 297 769783.0 298 0
0
865 1 1422 262 0.9122730394298217 0.007283953293966716 0
13 23 0 24 1612670.0 48 1487419.0 72 1149571.0 96 1191470.0 120 1405952.0 143 1081793.0 167 2157199.0 191 2638165.0 215 1712822.0 239 2005909.0 263 1695448.0 264 0
1 864
866 1 1182 152 0.9216827339666096 0.06490843540564403 0
15 0 0 1 2188105.0 26 1776689.0 51 1147966.0 76 1259371.0 101 1026596.0 126 829356.0 151 877043.0 175 1457290.0 200 878700.0 225 899822.0 250 1146562.0 275 953739.0 300 953149.0 301 0
1 864
867 1 1424 96 0.9275393012467884 0.119117291957835 0
8 63 0 64 644552.0 89 1145014.0 115 1724356.0 140 1864220.0 166 1290673.0 191 938779.0 192 0
3 864 865 866
868 1 918 72 0.9224300299697451 0.07210181051765288 0
7 26 0 27 2151972.0 53 1671611.0 80 2658402.0 107 1956745.0 133 943240.0 134 0
0
869 1 605 256 0.9218104146107837 0.032347771175212287 0
8 54 0 55 2267835.0 78 1895462.0 101 1484342.0 125 2643949.0 148 1174095.0 171 967164.0 172 0
0
870 1 1015 8 0.9112854058825115 0.02558353525476924 0
13 3 0 4 1719922.0 30 2288443.0 55 1449947.0 81 1736132.0 106 1506971.0 132 837701.0 158 838931.0 183 537544.0 209 500131.0 234 842039.0 260 951611.0 261 0
0
871 1 879 198 0.9150346945279617 0.11801629604217843 0
9 135 0 136 1933816.0 162 1385262.0 188 1004875.0 213 932849.0 239 1291650.0 265 1290653.0 291 1209516.0 292 0
0
872 1 539 27 0.9260103830852519 0.11695704269593575 0
13 34 0 35 1059756.0 61 1553242.0 86 1036904.0 111 1240730.0 137 1301406.0 163 1071433.0 188 928245.0 213 583311.0 239 1021217.0 265 1147521.0 290 764867.0 291 0
0
873 1 884 202 0.9203660110219624 0.0815239551990294 0
